Unnamed: 0,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,cluster,distance_from_cluster0,distance_from_cluster1,distance_from_cluster2
1412,Duplex_All_Styles_and_Ages,Residential_Low_Density,50,9350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,Average,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,0,864,GasA,Fair,N,SBrkr,864,0,864,1,0,1,0,2,1,4,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,4,2008,WD ,Normal,99600,-93.6650659,42.0257161,-1,0.0005828401791538198,0.0007043511096496937,0.0007040612229328345
1413,Two_Story_1946_and_Newer,Residential_Low_Density,50,9360,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Very_Good,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216,Typical,CBlock,Typical,No,Rec,6,Unf,0,297,621,GasA,Typical,Y,SBrkr,621,648,1269,0,0,1,1,3,1,7,Typ,0,Detchd,Unf,1,280,Typical,Paved,0,236,0,0,0,0,No_Pool,Good_Wood,,0,11,2008,WD ,Normal,134500,-93.66526,42.025036,-1,0.0005917291277262068,0.0007014849274449224,0.0007092351230214338
1414,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,8405,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1900,1950,Gable,CompShg,MetalSd,MetalSd,,0,Typical,BrkTil,Good,No,Rec,6,BLQ,391,229,861,GasA,Excellent,Y,SBrkr,961,406,1367,1,0,1,0,4,1,7,Typ,0,Detchd,Unf,1,384,Typical,Paved,0,130,112,0,0,0,No_Pool,Minimum_Privacy,,0,4,2008,WD ,Normal,119000,-93.6644616,42.0236702,-1,0.0005977000818538516,0.0006821995530442342,0.0007052950096302555
1415,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,Two_Story,Good,1910,1991,Gable,CompShg,MetalSd,MetalSd,,0,Typical,CBlock,Typical,Gd,GLQ,3,Unf,0,148,1117,GasA,Typical,Y,SBrkr,820,527,1347,1,0,1,0,3,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,85,0,148,0,0,0,No_Pool,No_Fence,,0,1,2008,WD ,Normal,107500,-93.6618779,42.0244599,-1,0.000562896359650935,0.0006575885887035613,0.0006693224140276602
1416,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,68,10880,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,One_Story,Average,1950,1950,Gable,CompShg,MetalSd,MetalSd,,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,124,1164,GasW,Typical,N,SBrkr,1164,0,1164,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,240,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,,0,8,2008,ConLD,Normal,125000,-93.662924,42.022902,-1,0.000590674672308994,0.000658568870338395,0.0006900044632295285
1417,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,OneFam,One_and_Half_Fin,Average,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,572,572,Grav,Fair,N,FuseF,572,524,1096,0,0,1,0,2,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,8,128,0,0,0,No_Pool,No_Fence,,0,4,2008,WD ,Normal,79000,-93.658528,42.022769,-1,0.0005499807058040344,0.0006056621970771433,0.0006365698086354645
1418,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9084,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,1941,1950,Gable,CompShg,VinylSd,VinylSd,,0,Typical,CBlock,Fair,Mn,LwQ,4,Rec,380,0,616,GasA,Typical,N,SBrkr,616,495,1111,0,1,1,0,3,1,5,Typ,0,Detchd,Unf,1,200,Fair,Paved,48,0,0,0,0,0,No_Pool,No_Fence,,0,3,2008,ConLw,Normal,95000,-93.659949,42.02283,-1,0.0005626110598279225,0.000622815157485424,0.0006536764802366085
1419,Two_Story_1946_and_Newer,Residential_Low_Density,86,11839,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,Typical,PConc,Typical,No,GLQ,3,Unf,0,390,1475,GasA,Excellent,Y,SBrkr,1532,797,2329,1,0,2,1,4,1,10,Typ,1,Attchd,Unf,2,514,Typical,Paved,192,121,0,0,0,0,No_Pool,No_Fence,,0,5,2008,WD ,Normal,262280,-93.683223,42.031766,-1,0.0007494222205298973,0.0009622365065026603,0.0009232765019076312
1420,Two_Story_1946_and_Newer,Residential_Low_Density,0,9771,Pave,No_Alley_Access,Irregular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190,Typical,PConc,Typical,No,LwQ,4,Unf,0,298,1077,GasA,Excellent,Y,SBrkr,1093,1721,2814,0,1,2,1,4,1,9,Typ,1,BuiltIn,Fin,2,614,Typical,Paved,48,32,0,0,216,0,No_Pool,Good_Privacy,,0,6,2008,WD ,Normal,260000,-93.683302,42.033912,-1,0.0007399515480050362,0.0009798988983313382,0.0009229965296219019
1421,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9938,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,One_Story,Average,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251,Typical,PConc,Typical,No,GLQ,3,Unf,0,331,1602,GasA,Excellent,Y,SBrkr,1626,0,1626,1,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,534,Typical,Paved,424,40,0,0,0,0,No_Pool,No_Fence,,0,4,2008,WD ,Normal,226500,-93.682029,42.03085,-1,0.0007397691121620949,0.0009414038257119614,0.0009088569750609606
1422,Two_Story_1946_and_Newer,Residential_Low_Density,0,14171,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,457,812,GasA,Excellent,Y,SBrkr,1101,1099,2200,0,0,2,1,4,1,9,Typ,1,Attchd,RFn,2,453,Typical,Paved,168,98,0,0,0,0,No_Pool,No_Fence,,0,12,2008,WD ,Normal,225000,-93.682032,42.031077,-1,0.0007385164079216578,0.0009431269910641558,0.0009086130712901829
1423,Split_or_Multilevel,Residential_Low_Density,85,10541,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,SLvl,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,672,672,GasA,Excellent,Y,SBrkr,1302,735,2037,0,0,2,1,3,1,8,Typ,1,Attchd,Fin,2,472,Typical,Paved,100,33,0,0,0,0,No_Pool,No_Fence,,0,2,2008,WD ,Normal,229000,-93.682175,42.030621,-1,0.0007428743815167138,0.0009414321095930726,0.0009110465898021904
1424,Two_Story_1946_and_Newer,Residential_Low_Density,65,10616,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,Unf,7,Unf,0,628,628,GasA,Excellent,Y,SBrkr,628,728,1356,0,0,2,1,3,1,6,Typ,1,BuiltIn,Fin,2,484,Typical,Paved,100,24,0,0,0,0,No_Pool,No_Fence,,0,3,2008,New,Partial,177439,-93.691284,42.025411,-1,0.0008856821994352762,0.001019011968407032,0.0010390557084211838
1425,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,9345,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156,Typical,PConc,Typical,Av,Unf,7,Unf,0,1615,1615,GasA,Excellent,Y,SBrkr,1615,0,1615,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,864,Typical,Paved,168,30,0,0,0,0,No_Pool,No_Fence,,0,5,2008,WD ,Normal,248500,-93.691095,42.025275,-1,0.0008843269375676382,0.0010159654608598641,0.0010370085341466584
1426,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,11778,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,186,2271,GasA,Excellent,Y,SBrkr,2276,0,2276,1,0,2,0,3,1,7,Typ,2,Attchd,RFn,3,1348,Typical,Paved,0,0,70,0,255,0,No_Pool,No_Fence,,0,6,2008,WD ,Abnorml,475000,-93.68698,42.027368,-1,0.0008211399688369017,0.0009772082677265161,0.0009789363385587697
1427,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,11778,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,PosN,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402,Typical,PConc,Typical,Av,GLQ,3,Unf,0,598,1751,GasA,Excellent,Y,SBrkr,1766,0,1766,1,0,2,1,3,1,8,Typ,2,Attchd,Fin,3,874,Typical,Paved,216,36,0,0,0,0,No_Pool,No_Fence,,0,12,2008,New,Partial,395039,-93.686789,42.027193,-1,0.0008199758709431755,0.0009738290391422127,0.0009768852272863775
1428,Two_Story_1946_and_Newer,Residential_Low_Density,59,11228,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,BLQ,2,GLQ,531,499,1080,GasA,Excellent,Y,SBrkr,1080,1017,2097,0,1,2,1,3,1,9,Typ,1,Attchd,Unf,3,678,Typical,Paved,196,187,0,0,0,0,No_Pool,No_Fence,,0,12,2008,WD ,Normal,228000,-93.681199,42.029437,-1,0.0007381769494482471,0.0009213667212462799,0.0009002968917122861
1429,Split_or_Multilevel,Residential_Low_Density,0,11454,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,SLvl,Average,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,631,1401,GasA,Excellent,Y,SBrkr,1511,0,1511,1,0,2,0,3,1,6,Typ,1,Attchd,Fin,3,811,Typical,Paved,168,42,0,0,0,0,No_Pool,No_Fence,,0,2,2008,WD ,Normal,225000,-93.681136,42.030276,-1,0.0007322368164719705,0.0009266790735844296,0.000898113340098128
1430,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11500,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,CulDSac,Gtl,Clear_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1966,1966,Flat,Tar&Grv,Plywood,Plywood,,0,Typical,CBlock,Good,Gd,LwQ,4,ALQ,723,197,1182,GasA,Excellent,Y,SBrkr,1643,0,1643,1,0,2,0,2,1,6,Typ,1,Attchd,Unf,2,438,Typical,Paved,339,0,0,0,0,0,No_Pool,No_Fence,,0,3,2008,WD ,Normal,195000,-93.6826513,42.0249247,-1,0.0007870595674818678,0.0009100178841443392,0.0009301763978737754
1431,Two_Story_1946_and_Newer,Residential_Low_Density,79,12798,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Clear_Creek,Feedr,Norm,OneFam,Two_Story,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,154,616,GasA,Good,Y,SBrkr,616,1072,1688,1,0,2,1,4,1,8,Typ,0,Attchd,RFn,2,603,Typical,Paved,403,114,185,0,0,0,No_Pool,No_Fence,Shed,400,5,2008,WD ,Normal,200000,-93.679198,42.025781,-1,0.0007403013205320751,0.0008730153415339504,0.0008834487991932122
1432,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,9750,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,College_Creek,Norm,Norm,OneFam,One_Story,Good,1994,1994,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,268,990,GasA,Excellent,Y,SBrkr,990,0,990,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,528,Typical,Paved,168,0,0,0,0,0,No_Pool,No_Fence,,0,8,2008,WD ,Normal,155000,-93.692009,42.021173,-1,0.0009248371265766567,0.0010085583137289912,0.0010622790236703905
1433,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9525,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1995,2006,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1099,1099,GasA,Excellent,Y,SBrkr,1099,0,1099,0,0,1,1,3,1,6,Typ,0,Attchd,Unf,1,352,Typical,Paved,278,0,0,0,0,0,No_Pool,No_Fence,,0,6,2008,WD ,Normal,144000,-93.691213,42.01915,-1,0.000932009125634581,0.0009909589921181176,0.0010606895975664736
1434,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,57,9245,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,304,990,GasA,Excellent,Y,SBrkr,990,0,990,0,1,1,0,3,1,5,Typ,0,Detchd,Unf,2,672,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,2,2008,WD ,Normal,145000,-93.691612,42.019153,-1,0.0009365276697255171,0.0009960420417836314,0.0010656788202946447
1435,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8696,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,110,1418,GasA,Excellent,Y,SBrkr,1418,0,1418,1,0,2,0,3,1,5,Typ,1,Attchd,RFn,2,558,Typical,Paved,208,110,0,0,0,0,No_Pool,No_Fence,,0,5,2008,WD ,Normal,226001,-93.690719,42.018501,-1,0.0009319092522556954,0.0009824973657204836,0.001057467261449228
1436,Two_Story_1946_and_Newer,Residential_Low_Density,0,13142,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,College_Creek,PosN,Norm,OneFam,Two_Story,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128,Typical,PConc,Typical,No,GLQ,3,Unf,0,176,864,GasA,Excellent,Y,SBrkr,872,899,1771,1,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,600,Typical,Paved,0,96,0,0,0,0,No_Pool,No_Fence,,0,7,2008,WD ,Normal,215700,-93.689772,42.018786,-1,0.0009187725066528002,0.0009713923823913542,0.0010443065827461773
1437,Two_Story_1946_and_Newer,Residential_Low_Density,68,8998,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,255,782,GasA,Excellent,Y,SBrkr,782,870,1652,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,532,Typical,Paved,0,70,0,0,0,0,No_Pool,No_Fence,,0,6,2008,WD ,Normal,207500,-93.690276,42.017423,-1,0.0009363540386924061,0.0009734894792822985,0.0010571400244198319
1438,Two_Story_1946_and_Newer,Residential_Low_Density,68,9179,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,Typical,PConc,Typical,No,GLQ,3,Unf,0,240,873,GasA,Excellent,Y,SBrkr,882,908,1790,1,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,588,Typical,Paved,0,88,0,0,0,0,No_Pool,No_Fence,,0,6,2008,WD ,Abnorml,193000,-93.690113,42.017517,-1,0.000933699576692413,0.0009716866457490857,0.0010546469945874948
1439,Two_Story_1946_and_Newer,Residential_Low_Density,57,8924,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,880,880,GasA,Excellent,Y,SBrkr,880,844,1724,0,0,2,1,3,1,8,Typ,0,Attchd,Fin,2,527,Typical,Paved,120,155,0,0,0,0,No_Pool,No_Fence,,0,7,2008,WD ,Normal,188000,-93.688995,42.017914,-1,0.0009176956012168381,0.0009586386497817286,0.0010387821421751478
1440,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,9382,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Typical,PConc,Typical,No,Unf,7,Unf,0,1468,1468,GasA,Excellent,Y,SBrkr,1479,0,1479,0,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,577,Typical,Paved,120,25,0,0,0,0,No_Pool,No_Fence,,0,7,2008,WD ,Normal,191000,-93.689019,42.017766,-1,0.0009192839205248226,0.0009584803806317587,0.0010398112664267724
1441,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,12803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,572,1494,GasA,Excellent,Y,SBrkr,1494,0,1494,1,0,2,0,3,1,6,Typ,1,Attchd,RFn,2,530,Typical,Paved,192,36,0,0,0,0,No_Pool,No_Fence,,0,9,2008,WD ,Normal,221000,-93.691706,42.016276,-1,0.0009625395953983825,0.0009886345825367256,0.0010807082912962604
1442,Two_Story_1946_and_Newer,Residential_Low_Density,80,12435,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Typical,PConc,Typical,No,GLQ,3,Unf,0,602,963,GasA,Excellent,Y,SBrkr,963,829,1792,0,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,564,Typical,Paved,0,96,0,245,0,0,No_Pool,No_Fence,,0,5,2008,WD ,Normal,231500,-93.689101,42.015974,-1,0.0009365903671520751,0.0009544477049785271,0.0010501315531157584
1443,Two_Story_1946_and_Newer,Residential_Low_Density,75,12192,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2000,2001,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,265,928,GasA,Excellent,Y,SBrkr,928,895,1823,1,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,626,Typical,Paved,192,36,0,0,0,0,No_Pool,No_Fence,Shed,4500,5,2008,WD ,Normal,235000,-93.688958,42.01626,-1,0.0009323540317973887,0.000953358598415183,0.001046825347232597
1444,Two_Story_1946_and_Newer,Residential_Low_Density,68,11250,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,434,920,GasA,Excellent,Y,SBrkr,920,866,1786,1,0,2,1,3,1,6,Typ,1,Attchd,RFn,2,608,Typical,Paved,0,42,0,0,0,0,No_Pool,No_Fence,,0,9,2008,WD ,Normal,223500,-93.68895,42.015949,-1,0.0009351727329961639,0.0009524469008374368,0.0010484067665183585
1445,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9200,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0,Typical,CBlock,Typical,Av,LwQ,4,BLQ,491,167,938,GasA,Typical,Y,SBrkr,938,0,938,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,308,Typical,Paved,145,0,0,0,0,0,No_Pool,Minimum_Privacy,,0,7,2008,WD ,Normal,130250,-93.685742,42.022136,-1,0.0008448517010795186,0.0009339466787484583,0.0009793193780837715
1446,Split_or_Multilevel,Residential_Low_Density,65,8385,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,SLvl,Very_Good,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,Typical,CBlock,Good,Av,GLQ,3,Unf,0,390,985,GasA,Typical,Y,SBrkr,985,0,985,0,0,2,0,3,1,6,Typ,0,Attchd,Unf,1,328,Typical,Paved,210,0,0,0,0,0,No_Pool,No_Fence,,0,11,2008,WD ,Normal,149900,-93.686888,42.021234,-1,0.000865372068167993,0.0009442992760278774,0.0009973944208577137
1447,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12250,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,Typical,CBlock,Typical,Mn,ALQ,1,Unf,0,83,864,GasA,Excellent,Y,SBrkr,1174,0,1174,1,0,1,0,3,1,5,Typ,0,Attchd,Unf,2,528,Typical,Paved,211,0,280,0,0,0,No_Pool,No_Fence,,0,5,2008,WD ,Normal,158000,-93.687518,42.018839,-1,0.0008929958677270066,0.0009429264082910762,0.0010159079759595232
1448,Split_or_Multilevel,Residential_Low_Density,0,10970,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,College_Creek,Norm,Norm,OneFam,SLvl,Above_Average,1978,1978,Gable,CompShg,Plywood,HdBoard,,0,Typical,CBlock,Good,Gd,GLQ,3,LwQ,435,0,940,GasA,Typical,Y,SBrkr,1026,0,1026,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,576,Fair,Paved,0,0,34,0,0,0,No_Pool,Minimum_Privacy,,0,10,2008,WD ,Normal,147000,-93.685158,42.019769,-1,0.000858390600141622,0.0009164847637006217,0.0009820718038493974
1449,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9216,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,782,1076,GasA,Typical,Y,SBrkr,1076,0,1076,0,0,1,1,3,1,5,Typ,1,Detchd,Unf,2,576,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,,0,9,2008,WD ,Abnorml,143195,-93.685865,42.020694,-1,0.0008582883041829425,0.0009291472404672334,0.0009867968315308943
1450,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,40,14330,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1975,2001,Gable,CompShg,Plywood,Wd Sdng,,0,Typical,CBlock,Typical,No,Rec,6,ALQ,596,180,864,GasA,Typical,Y,SBrkr,1558,0,1558,1,0,2,0,2,1,5,Min2,0,Attchd,Fin,2,440,Typical,Paved,140,0,239,0,227,0,No_Pool,No_Fence,,0,8,2008,WD ,Normal,163000,-93.6844,42.02107,-1,0.0008385181920847662,0.0009123376188181672,0.0009667699567202596
1451,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,7990,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1975,1975,Hip,CompShg,HdBoard,HdBoard,,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,924,924,GasA,Typical,Y,SBrkr,924,0,924,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,280,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,,0,4,2008,WD ,Normal,110000,-93.684289,42.021275,-1,0.0008355059830841005,0.0009118495107914681,0.0009645007630079346
1452,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7180,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,1972,1972,Hip,CompShg,HdBoard,HdBoard,,0,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,474,864,GasA,Typical,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,352,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,5,2008,WD ,Normal,127000,-93.683158,42.020796,-1,0.0008269513079992727,0.0008955493257557638,0.0009523735033129227
